map_id,template_no,question,ground_truth,c_or_d,relative_region
5_5C,20,Name the South most state that has a lower value compared to all its neighbours.,Guangdong,c,Y
5_5C,33,Yes or no: Hunan and Guangdong are the pair of bordering states with the highest difference.,Yes,c,Y
5_5C,17,Count the states with the values in the range <4.5.,1,c,N
5_5C,22,Yes or no: States bordering Tajikistan have lower values on average than states bordering Russia.,Yes,c,N
5_5C,10,Is the value of Henan closer to Shandong or Shanxi?,Shandong,c,N
6_3C,35,How many states bordering Russia have a value similar to Guangdong?,1,c,Y
6_3C,9,Does the value of Tibet fall in range -10 - -15?,Yes,c,N
6_3C,34,Yes or no: Heilongjiang is the North most state that has a higher value compared to all its neighbours.,Yes,c,Y
6_3C,22,Yes or no: States bordering Beijing have higher values on average than states bordering Guizhou.,Yes,c,Y
6_3C,32,Yes or no: Hainan is an outlier compared to other states bordering South China Sea.,Yes,c,Y
6_3C,10,Is the value of Sichuan closer to Yunnan or Tibet?,Yunnan,c,N
6_3C,33,Yes or no: Hebei and Beijing are a pair of bordering states with the highest difference.,Yes,c,Y
6_3C,18,Yes or no: the value of Tibet is similar to its neighbouring state Qinghai.,Yes,c,Y
6_3C,42,"Yes/No: Fujian has a lower value than Hebei, and also have a higher value than Sichuan",No,c,N
6_3C,43,"Rank the states Hainan, Guangdong and Guangxi in terms of the legend value along the South China Sea border.",Guangdong > Guangxi > Hainan,c,N
7_6C,11,Which states bordering Afghanistan belong to range <10?,Xinjiang,c,Y
7_6C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,c,N
7_6C,26,Which states bordering India have a value lower than 20?,"Tibet, Xinjiang",c,Y
7_6C,20,Name the South most state that has a higher value compared to all its neighbours.,Sichuan,c,Y
7_6C,36,Name the East most state with values in range 30-40.,Heilongjiang,c,N
7_6C,3,What is the overall range of the legend?,0-50,c,N
7_6C,31,Yes or no: a majority of coastal states have values less greater than 50.,No,c,N
7_6C,13,Which state has the least value along the international land border?,Tibet,c,N
7_6C,6,Yes or no: the map depicts absolute values.,Yes,c,N
7_6C,21,Yes or no: Neimongol has the least value along Mongolia's border.,Yes,c,N
8_5C,19,Yes or no: the value of Tibet is higher than Jilin.,Yes,c,N
8_5C,22,Yes or no: Provinces bordering South China Sea have similar values on average than states bordering Kazakhstan.,No,c,Y
8_5C,6,Yes or no: the map depicts percentages.,No,c,N
8_5C,27,Which states bordering Qinghai have a value similar to Shandong?,"Xinjiang, Tibet",c,Y
8_5C,7,Is the legend continuous or discrete?,Continuous,c,N
8_5C,43,"Rank the states Inner Mongolia, Liaoning and Shandong in terms of the legend value in region R.",Liaoning < Inner Mongolia < Shandong,c,N
8_5C,33,Yes or no: Yunnan and Guizhou are the pair of bordering states with the highest difference.,No,c,Y
8_5C,32,Yes or no: Guangdong is an outlier compared to other states bordering South China Sea.,No,c,Y
8_5C,3,What is the overall range of the legend?,<0 - >10,c,N
8_5C,31,Yes or no: a majority of states bordering North Korea have values less than 2.,Yes,c,N
9_2C,23,How many states bordering Guangdong have a value higher than 12?,3,c,Y
9_2C,27,Which states bordering India have a value higher than state Shanghai?,Xinjiang,c,Y
9_2C,19,Yes or no: the value of Beijing is lower than Tibet.,Yes,c,N
9_2C,9,Does the value of Tibet fall in range >14?,Yes,c,N
9_2C,3,What is the overall range of the legend?,<6 - >14,c,N
9_2C,10,Is the value of Shanghai closer to 6 or 10?,6,c,N
9_2C,13,Which state has the highest value in the region bordering Vietnam?,Guangxi,c,Y
9_2C,42,Yes/No: Gansu has a similar value as Sichuan and also have a lower value than Ningxia.,Yes,c,N
9_2C,41,Are the legends evenly spaced?,Yes,c,N
9_2C,16,Between which two legend markings does Hainan fall in?,12-13,c,N
10_5C,19,Yes or no: the value of Hubei is similar to Guangdong.,Yes,c,N
10_5C,31,Yes or no: a majority of states bordering Russia have values less than 60.,Yes,c,N
10_5C,6,Yes or no: the map depicts percentages.,No,c,N
10_5C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
10_5C,3,What is the overall range of the legend?,<0 - >140,c,N
10_5C,39,Yes or no: all states bordering India have values below 40.,Yes,c,N
10_5C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,c,N
10_5C,35,How many states bordering Tibet have a value higher than Ningxia?,2,c,Y
10_5C,11,Which states bordering Shanghai belong to range 120-140?,,c,Y
10_5C,28,Which state has the farthest value to state bordering Nepal?,"Guangdong, Hubei",c,Y
11_5C,7,Is the legend continuous or discrete?,Continuous,c,N
11_5C,23,How many states bordering Guangdong have a value lower than 500?,1,c,Y
11_5C,6,Yes or no: the map depicts percentages.,No,c,N
11_5C,42,Yes/No: Tibet has a higher value than state Hunan and also Jilin.,No,c,N
11_5C,21,Yes or no: Hubei has the least value in region surrounding Shanghai.,No,c,N
11_5C,20,Name the East most state that has a higher value compared to all its neighbours.,Jiangsu,c,Y
11_5C,32,Yes or no: Guangdong is an outlier compared to states bordering it.,Yes,c,Y
11_5C,17,Yes or no: the map depicts absolute values.,Yes,c,N
11_5C,36,Name the West most state with values in range 0-500.,Tibet,c,N
11_5C,34,Yes or no: Tibet is the South most state that has a higher value compared to all its neighbours.,No,c,Y
12_4C,6,Yes or no: the map depicts absolute values.,Yes,c,N
12_4C,21,Yes or no: state Guangdong has the highest value in the South China sea region.,Yes,c,N
12_4C,39,Yes or no: all states bordering Mongolia have values below 600.,Yes,c,N
12_4C,11,Which states bordering Beijing belong to the range 1200-1400?,,c,Y
12_4C,34,Yes or no:Tianjin is the North most state that has a higher value compared to all its neighbours.,No,c,Y
12_4C,3,What is the overall range of the legend?,<0 - 1400,c,N
12_4C,19,Yes or no: the value of Shanxi is similar to state Yunnan.,Yes,c,N
12_4C,16,Between which two legend markings does state Shandong fall in?,1000 - 1200,c,N
12_4C,23,How many states bordering Vietnam have a value higher than 1000?,0,c,Y
12_4C,20,Name the East most state that has a lower value compared to all its neighbours.,Heilongjiang,c,Y
13_1C,31,Yes or no: a majority of states bordering Hubei have values less than 10.,Yes,c,Y
13_1C,39,Yes or no: all states bordering India have values below 0.,No,c,N
13_1C,26,Which states bordering Tibet have a value higher than 15?,Xinjiang,c,Y
13_1C,13,Which state has the highest value along the Russian border?,Inner Mongolia and Jilin,c,N
13_1C,3,What is the overall range of the legend?,-15 - 25,c,N
13_1C,33,Yes or no: Xinjiang and Tibet are the pair of bordering states with the highest difference.,Yes,c,Y
13_1C,42,Yes/No: Sichuan has a similar value as Qinghai and also a lower value than Hubei.,Yes,c,N
13_1C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,c,N
13_1C,21,Yes or no: Tibet has the highest value in region bordering Myanmar.,No,c,Y
13_1C,11,Which states bordering Laos belong to range 20-25?,,c,Y
14_3C,33,Yes or no: Hunan and Hubei are the pair of bordering states with the highest difference.,No,c,Y
14_3C,5,Yes or no: the legend has different shades of the same colour?,Yes,c,N
14_3C,26,Which states bordering Fujian have a value higher than 10?,Zhegiang,c,Y
14_3C,11,Which states in the region bordering Jiangsu belong to lowest range?,,c,Y
14_3C,30,Does state Qinghai have the same different value to state Tibet.,Yes,c,N
14_3C,28,Which state bordering Kazakhstan has the closest value to state Jilin?,,c,Y
14_3C,19,Yes or no: the value of Beijing is similar to Hebei.,Yes,c,N
14_3C,43,Yes or no: the map depicts absolute values.,Yes,c,N
14_3C,6,Yes or no: the map depicts percentages.,No,c,N
14_3C,17,Count the states with the values in the highest range,1,c,N
16_1C,43,"Rank the states Guangdong, Shandong and Hainan in terms of the legend value.",Guangdong > Shandong > Hainan,c,N
16_1C,20,Name the South most state that has a higher value compared to all its neighbours.,Guangdong,c,Y
16_1C,13,Which state has the highest value along the South China Sea?,Guangdong,c,N
16_1C,34,Yes or no: Xinjiang is the West most state that has a similar value compared to all its neighbours.,Yes,c,Y
16_1C,30,Yes or no: the map depicts percentages.,No,c,N
16_1C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,Yes,c,N
16_1C,33,Yes or no: Tibet and Xinjiang are the pair of bordering states with the highest difference.,No,c,Y
16_1C,7,Is the legend continuous or discrete?,Continuous,c,N
16_1C,16,Are the legends evenly spaced?,Yes,c,N
16_1C,3,What is the overall range of the legend?,<0 - 4500,c,N
17_4C,32,Yes or no: state Guangdong is an outlier compared to other states in the South China sea region.,Yes,c,N
17_4C,19,Yes or no: the value of Shanghai is lower than Jiangsu.,Yes,c,N
17_4C,30,Does Hainan have the same value as Yunnan amongst the states in the South China Sea region.,No,c,N
17_4C,36,Name the South most state with values in range <200.,Hainan,c,N
17_4C,27,Which states in the East China Sea region have a value higher than state Guangdong?,"Jiangsu, Zhejiang",c,N
17_4C,41,Are the legends evenly spaced?,Yes,c,N
17_4C,16,Between which two legend markings does Shandong fall in?,400 - 600,c,N
17_4C,3,What is the overall range of the legend?,<0 - >800,c,N
17_4C,39,Yes or no: all states bordering Russia have values in range <200.,Yes,c,N
17_4C,26,Which states bordering India have a value higher than 800?,,c,Y
18_2C,30,Between which two legend markings does Jilin fall in?,0-50,c,N
18_2C,7,Is the legend continuous or discrete?,Continuous,c,N
18_2C,10,Is the value of Tibet closer to <50 or 150-200?,<50,c,N
18_2C,31,Yes or no: a majority of states in the East China Sea region have values greater than 350.,No,c,N
18_2C,33,Yes or no: Inner Mongolia and Shandong are the pair of bordering states with the highest difference.,No,c,N
18_2C,41,Are the legends evenly spaced?,Yes,c,N
18_2C,5,Yes or no: the legend has different shades of the same colour?,No,c,N
18_2C,16,Between which two legend markings does Guangdong fall in?,>350,c,N
18_2C,3,What is the overall range of the legend?,<0 - >350,c,N
18_2C,22,Yes or no: States bordering India have higher values on average than states bordering Russia.,No,c,N
19_5C,18,Yes or no: the value of Hubei is higher than its neighbouring state Hunan.,Yes,c,Y
19_5C,21,Yes or no: state Guangdong has the highest value in the South China Sea region.,Yes,c,N
19_5C,16,Between which two legend markings does state Hubei fall in?,>120,c,N
19_5C,19,Yes or no: the value of the state Xinjiang is higher than Tibet.,Yes,c,N
19_5C,30,Does Jilin have the same value as Heibei amongst the states in the East China Sea region.,Yes,c,N
19_5C,42,"Yes/No: Guangdong has a higher value than Tibet, and also have a similar value as Hubei.",Yes,c,N
19_5C,3,What is the overall range of the legend?,<0 - >120,c,N
19_5C,17,Count the states with the values in range >120 in the South China Sea region.,1,c,N
19_5C,20,Name the West most state that has a lower value compared to all its neighbours.,Tibet,c,Y
19_5C,27,Which states in South China region have a value higher than Hubei?,Guangdong,c,N
20_6C,13,Which state has the highest value in the South China Sea region?,Guangdong,c,N
20_6C,3,What is the overall range of the legend?,<0 - >40000,c,N
20_6C,42,"Yes/No: Guangdong has a higher value than Tibet, and also a similar value as Zhejiang.",Yes,c,N
20_6C,22,Yes or no: States bordering South China Sea have higher values on average than states bordering Russia.,Yes,c,N
20_6C,6,Yes or no: the map depicts percentages.,No,c,N
20_6C,7,Is the legend continuous or discrete?,Continuous,c,N
20_6C,41,Are the legends evenly spaced?,Yes,c,N
20_6C,28,Which state in the East China Sea region has the closest value to Sichuan?,Fujian,c,N
20_6C,11,Which states bordering India belong to the highest range?,,c,Y
20_6C,27,Which states in the South China region have a value similar to Tibet?,Hainan,c,N
21_3C,35,How many states bordering Russia have a value similar to Tianjin?,0,c,Y
21_3C,19,Yes or no: the value of Beijing is similar to Tibet.,No,c,N
21_3C,33,Yes or no: Shanxi and Henan are the pair of bordering states with the highest difference.,No,c,Y
21_3C,32,Yes or no: state Zhejiang and Tianjin are outliers compared to other states in the East China Sea region.,Yes,c,N
21_3C,34,Yes or no: Zhejiang is the East most state that has a higher value compared to all its neighbours.,Yes,c,Y
21_3C,13,Which state has the least value in the South China Sea region?,Hainan,c,N
21_3C,7,Is the legend continuous or discrete?,Continuous,c,N
21_3C,16,Between which two legend markings does Jilin fall in?,< -15,c,N
21_3C,43,"Rank the states Qinghai, Zhejiang and Ningxia in terms of the legend value.",Zhejiang > Qinghai > Ningxia,c,N
21_3C,27,Which states bordering India have a value similar to Shaanxi?,Tibet,c,Y
22_2C,17,Count the states with the values in range >2500.,3,c,N
22_2C,15,List the 3 states in the East China Sea region with the highest values.,"Shandong, Jiangsu, Zhejiang",c,N
22_2C,32,Yes or no: Tibet is an outlier compared to other states in the South China Sea region.,No,c,N
22_2C,39,Yes or no: all states bordering North Korea have values in range 2000-2500.,No,c,N
22_2C,21,Yes or no: Guangxi has the highest value among the neighbours of Guizhou.,Yes,c,Y
22_2C,31,Yes or no: a majority of states bordering Russia have values less than 1000.,Yes,c,N
22_2C,6,Yes or no: the map depicts absolute values.,Yes,c,N
22_2C,9,Does the value of Hainan fall in range 2000 - 2500?,No,c,N
22_2C,23,How many states in the East China Sea region have a value higher than 2000?,3,c,N
22_2C,19,Yes or no: the value of Guangdong is lower than Shandong.,Yes,c,N
23_5C,2,Yes or no: in the legend the colour darkness/intensity is directly proportional to the value.,Yes,c,N
23_5C,26,Are the legends evenly spaced?,Yes,c,N
23_5C,35,How many states bordering India have a value similar to Inner Mongolia?,1,c,Y
23_5C,9,Is the legend continuous or discrete?,Continuous,c,N
23_5C,3,What is the overall range of the legend?,<0 - >1500,c,N
23_5C,33,Yes or no: Guangdong and Guangxi are the pair of bordering states with the highest difference.,Yes,c,Y
23_5C,27,Which states with coasts have a value higher than state Guangdong?,,c,N
23_5C,22,Yes or no: States bordering India have similar values on average than states bordering North Korea.,Yes,c,N
23_5C,42,"Yes/No: Guangdong has a higher value than Qinghai, and also have a similar value as Liaoning.",No,c,N
23_5C,20,Name the South most state that has a higher value compared to all its neighbours.,Guangdong,c,Y
5_1C,17,Count the states with the values in >8.5 along the North Korea border.,2,c,N
5_1C,13,Which state has the least value in the South China Sea region?,Guangdong,c,N
5_1C,41,Are the legends evenly spaced?,Yes,c,N
5_1C,16,Between which two legend markings does Tibet fall in?,5 - 5.5,c,N
5_1C,23,How many states bordering Guangdong have a value lower than 7?,3,c,Y
5_1C,18,Yes or no: the value of Shaanxi is similar to its neighbouring state Shanxi.,Yes,c,Y
5_1C,20,Name the East most state that has a higher value compared to all its neighbours.,Heilongjiang,c,Y
5_1C,15,List the states bordering Russia with the highest value.,Heilongjiang,c,Y
5_1C,28,Which state bordering Qinghai has the closest value to Hunan?,Gansu,c,Y
5_1C,3,What is the overall range of the legend?,<5 - >8.5,c,N
3_1C,30,Does Fujian have the same value as Guizhou amongst the states in the south east region.,Yes,c,N
3_1C,32,Yes or no: Liaoning is an outlier compared to other states with coasts.,Yes,c,N
3_1C,3,What is the overall range of the legend?,<2.5 - >4.5,c,N
3_1C,22,Yes or no: States bordering Bhutan have lower values on average than states bordering North Korea.,Yes,c,N
3_1C,6,Yes or no: the map depicts absolute values.,Yes,c,N
3_1C,7,Is the legend continuous or discrete?,Continuous,c,N
3_1C,35,How many states bordering Sichuan have a value similar to Jilin?,1,c,Y
3_1C,43,"Rank the states Qinghai, Tibet and Gansu in terms of the legend value.",Gansu > Tibet > Qinghai,c,N
3_1C,15,List the states bordering Vietnam with the lowest values.,Guangxi,c,Y
3_1C,31,Yes or no: a majority of states bordering Russia have values greater than 3.5.,Yes,c,N
14_8C,6,Yes or no: the map depicts percentages.,No,c,N
14_8C,26,Which states bordering Myanmar have a value lower than 20000?,"Tibet, Yunnan",c,Y
14_8C,41,Are the legends evenly spaced?,Yes,c,N
14_8C,20,Name the South most state that has a higher value compared to all its neighbours.,Guangdong,c,Y
14_8C,36,Name the South most state with values in range <10000.,Hainan,c,N
14_8C,11,Which states bordering South China Sea belong to the range 50000 - 60000?,,c,Y
14_8C,33,Yes or no: Tibet and Qinghai are the pair of bordering states with the highest difference.,No,c,Y
14_8C,17,Count the states with the values in range 20000 - 30000.,5,c,N
14_8C,43,"Rank the states Hunan, Jiangxi and Zhejiang in terms of the legend value.",Zhejiang > Hunan > Jiangxi,c,N
14_8C,10,Is the value of state Ningxia closer to Qinghai or Hebei?,Qinghai,c,N
1_1D,22,Yes or no: States bordering Bhutan have higher values on average than states bordering Russia.,No,d,N
1_1D,42,"Yes/No: Beijing has a higher value than Yunnan, and also have a similar value to Liaoning.",Yes,d,N
1_1D,6,Yes or no: the map depicts absolute values.,Yes,d,N
1_1D,43,"Rank the states Sichuan, Chongqing and Guizhou in terms of the legend value.",Guizhou < Sichuan < Chongqing,d,N
1_1D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
1_1D,34,Yes or no: Jilin is the North most state that has a lower value compared to all its neighbours.,Yes,d,Y
1_1D,9,Does the value of Guangdong fall in the highest range?,Yes,d,N
1_1D,7,Is the legend continuous or discrete?,Discrete,d,N
1_1D,36,Name the West most state with values in the lowest range.,Tibet,d,N
1_1D,15,List the states bordering East China Sea with the lowest range values.,,d,Y
2_3D,11,Which states in the South China Sea belong to the second highest range?,Guangdong,d,N
2_3D,1,How many distinct categories does the legend contain?,6,d,N
2_3D,23,How many states in the South China Sea region have a value higher than 5?,3,d,N
2_3D,8,Which class has the largest range of values?,-34.10 - -10.60,d,N
2_3D,18,Yes or no: the value of Heilongjiang is similar to its neighbouring state Jilin.,Yes,d,Y
2_3D,12,What is the lowest value range in the South China Sea region?,-10.60 - -6.90,d,N
2_3D,7,Is the legend discrete or continuous?,Discrete,d,N
2_3D,31,Yes or no: a majority of states bordering North Korea belong to range greater than -6.90.,Yes,d,N
2_3D,34,Yes or no: Guangdong is the South most state that has a higher value compared to all its neighbours.,Yes,d,Y
3_6D,32,Yes or no: Shaanxi is an outlier compared to other states bordering Sichuan.,No,d,Y
3_6D,37,Which state in range 1.40 - 2.90 borders at least 2 states from the highest range?,Gansu,d,N
3_6D,19,Yes or no: the value of Sichuan is higher than Beijing.,Yes,d,N
3_6D,3,What is the overall range of the legend?,1.40 - 4.50,d,N
3_6D,13,Which state has the least value in the South China region?,"Hainan, Guangdong, Guangxi",d,N
3_6D,34,Yes or no: Heilongjiang is the North most state that has a higher value compared to all its neighbours.,Yes,d,Y
3_6D,27,Which states bordering India have a value higher than Hainan?,,d,Y
3_6D,1,How many distinct categories does the legend contain?,5,d,N
3_6D,6,Yes or no: the map depicts absolute values.,Yes,d,N
3_6D,42,"Yes/No: Jilin has a higher value than Hainan, and also have a similar value than Shaanxi",Yes,d,N
4_4D,33,Yes or no: Inner Mongolia and Liaoning are a pair of bordering states with the highest difference.,Yes,d,N
4_4D,7,Is the legend discrete or continuous?,Discrete,d,N
4_4D,41,Are the legends evenly spaced?,No,d,N
4_4D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
4_4D,9,Does Tibet fall in the lowest range?,No,d,N
4_4D,3,What is the overall range of the legend?,-41.70 - 50.60,d,N
4_4D,30,Does Jiangsu have the same value as Zhejiang amongst the states bordering East China Sea.,Yes,d,Y
4_4D,23,How many states bordering India have a value higher than 2.40?,1,d,Y
4_4D,1,How many distinct categories does the legend contain?,3,d,N
4_4D,37,Which state in the least range borders at least 2 states from the highest range?,Inner Mongolia,d,N
5_7D,21,Yes or no: Shanghai has the lowest value in the East China Sea region.,Yes,d,N
5_7D,13,Which state has the higest value in the East China Sea region?,"Shandong, Jiangsu",d,N
5_7D,38,Yes or no: the value of Guangdong is below the median value amongst states in the South China region.,Yes,d,N
5_7D,36,Name the West most state in the highest range.,Sichuan,d,N
5_7D,43,"Rank the states Gansu, Inner Mongolia and Heilongjiang in terms of the legend value in the Russia border region.",Heilongjiang > Gansu > Inner Mongolia,d,N
5_7D,19,Yes or no: the value of Henan is similar to Sichuan.,Yes,d,N
5_7D,15,List the 2 states in the Indian border region with the same values.,"Tibet, Xinjiang",d,Y
5_7D,30,Does Zhejiang have the same value as Guangdong mongst the states in the south east coastal region.,Yes,d,N
5_7D,37,Which state in the north east region borders at least 3 from range 6.21 - 6.65?,Inner Mongolia,d,N
6_3D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
6_3D,37,Which state in the lowest range borders at least 5 states from range -1.80 - 7.90?,Guizhou,d,N
6_3D,43,"Rank the states Tibet, Xinjiang and Guangdong in terms of the legend value.",Guangdong > Xinjiang > Tibet,d,N
6_3D,30,Does Hunan have the same value as Guangxi amongst the states in northeast region.,Yes,d,N
6_3D,41,Are the legends evenly spaced?,No,d,N
6_3D,12,What is the highest value range in the north-east region?,7.90 - 22.60,d,N
6_3D,22,Yes or no: Coastal states have higher values on average than inland states.,Yes,d,N
6_3D,6,Yes or no: the map depicts percentages.,No,d,N
6_3D,32,Yes or no: Heilongjiang is an outlier compared to other states in the northeast region.,Yes,d,N
6_3D,4,What value range does the darkest shade represent?,7.90 - 22.60,d,N
7_0D,1,How many distinct categories does the legend contain?,5,d,N
7_0D,17,Count the coastal states with the values in range 28.3 - 37.20 in the southeast region.,1,d,N
7_0D,34,Yes or no: Guangdong is the South most state that has a higher value compared to all its neighbours.,Yes,d,Y
7_0D,36,Name the South most state in the highest range.,Guangdong,d,N
7_0D,6,Yes or no: the map depicts absolute values.,Yes,d,N
7_0D,27,Which states in the northeast region have a value lower than Shaanxi?,"Heilongjiang, Jilin",d,N
7_0D,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,d,N
7_0D,19,Yes or no: the value of the state Liaoning is higher than state Tibet.,Yes,d,N
7_0D,8,Which class has the largest range of values?,37.20 - 62.90,d,N
7_0D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
7_8D,26,Which states in the northeast region have a value higher than 38.30?,"Heilongjiang, Liaoning",d,N
7_8D,43,"Rank the states Qinghai, Sichuan and Hebei in terms of the legend value.",Sichuan > Hebei > Qinghai,d,N
7_8D,27,Which states bordering India have a value similar to Tianjin?,,d,Y
7_8D,42,Yes/No: Henan has a similar value to Sichuan and also Shandong.,Yes,d,N
7_8D,23,How many coastal states have a value lower than 22.30?,2,d,N
7_8D,15,List the 2 states bordering India with the lowest values.,Tibet and Xinjiang,d,N
7_8D,1,How many distinct categories does the legend contain?,5,d,N
7_8D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
7_8D,39,Yes or no: all states in the South China region have values above 29.40.,No,d,N
7_8D,3,What is the overall range of the legend?,1.70 - 54.40,d,N
8_3D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
8_3D,36,Name the South most state in the lowest range.,Shanghai,d,N
8_3D,12,What is the least value range in the north-east region?,-1.00 - 3.07,d,N
8_3D,34,Yes or no: Ningxia is the North most state that has a higher value compared to all its neighbours.,Yes,d,Y
8_3D,16,What value range does Yunnan fall in?,4.92 - 7.02,d,N
8_3D,39,Yes or no: all states in the south east region have values above 4.92.,Yes,d,N
8_3D,19,Yes or no: the value of Ningxia is similar to Hainan.,Yes,d,N
8_3D,6,Yes or no: the map depicts percentages.,No,d,N
8_3D,7,Is the legend discrete or continuous?,Discrete,d,N
8_3D,40,Which pair of states belonging to the highest range are the closest to each other?,Tibet and Qinghai,d,Y
9_0D,5,Yes or no: the legend has multiple distinct colours?,Yes,d,N
9_0D,7,Is the legend discrete or continuous?,Discrete,d,N
9_0D,28,Which state bordering South China Sea has the same value as Inner Mongolia?,,d,Y
9_0D,19,Yes or no: the value of Shanghai is higher than Hainan.,No,d,N
9_0D,6,Yes or no: the map depicts absolute values.,Yes,d,N
9_0D,8,Which class has the largest range of values?,7.36 - 14.24,d,N
9_0D,42,Yes/No: Guangdong has a higher value than Jilin and also Beijing.,Yes,d,N
9_0D,41,Are the legends evenly spaced?,No,d,N
9_0D,9,Does Qinghai fall in the highest range?,Yes,d,N
9_0D,34,Yes or no: Xinjiang is the West most state that has a lower value compared to all its neighbours.,Yes,d,Y
10_3D,6,Yes or no: the map depicts absolute values.,Yes,d,N
10_3D,18,Yes or no: the value of Hunan is higher than its neighbouring state Chingqing.,No,d,Y
10_3D,13,Which state has the least value in the South China Sea region?,Hainan,d,N
10_3D,35,How many states bordering South China Sea have a value similar to Tibet?,1,d,Y
10_3D,12,What is the higest value range along Russia's border?,54.20 - 75.00,d,N
10_3D,11,Which states in region bordering Bhutan belong to the highest range?,,d,Y
10_3D,26,Which states bordering India have a value lower than 54.20?,"Tibet, Xinjiang",d,Y
10_3D,28,Which state in the East China region has the same value as Ningxia?,Tianjin,d,N
10_3D,1,How many distinct categories does the legend contain?,3,d,N
10_3D,27,Which states bordering North Korea have a value lower than Guangdong?,"Jilin, Liaoning, Heilongjiang",d,Y
11_1D,43,"Rank the states Hainan, Guangdong and Fujian in terms of the legend value in the South China Sea region.",Guangdong > Fujian > Hainan,d,N
