map_id,template_no,question,ground_truth,c_or_d,relative_region
9_7D,40,Which pair of states belonging to the range 2.39 - 8.25 are the closest to each other?,"Meghalaya, Mizoram",d,N
9_7D,12,What is the second lowest value range among the states bordering Chhattisgarh?,149.85 - 635.03,d,Y
9_7D,26,Which states to the south of Maharashtra have a value lower than 149.85?,"Goa, Kerala, Telangana",d,Y
9_7D,34,Yes or no: Gujarat is the westernmost state that has a lower value compared to all its neighbours.,Yes,d,Y
9_7D,16,What value range does Telangana fall in?,149.85 - 635.03,d,N
10_8C,3,What is the overall range of the legend?,0 - 14k,c,N
10_8C,26,Which states bordering Gujarat have a value in the range above 10k?,Rajasthan,c,Y
10_8C,11,Which states bordering Nepal belong to the range below 2k?,"Bihar, Sikkim, Uttarakhand, West Bengal",c,Y
10_8C,35,How many states in west coast have a value higher than Arunachal Pradesh?,3,c,N
10_8C,5,Yes or no: the legend has multiple distinct colours.,Yes,c,N
10_8C,16,Between which two legend markings does Rajasthan fall in?,12k - 14k,c,N
10_8C,10,Is the value of Tamil Nadu closer to Bihar or Gujarat?,Bihar,c,N
10_8C,27,Which states bordering China have a value similar to Karnataka?,Jammu & Kashmir,c,Y
10_8C,21,Yes or no: Tamil Nadu has the highest value in the east coast region.,No,c,N
10_8C,43,"Rank the states Gujarat, Sikkim and Rajasthan in terms of the legend value.",Sikkim < Gujarat < Rajasthan,c,N
11_1C,15,List the states bordering Assam with the lowest values compared to itself.,"Arunachal Pradesh, Manipur, Meghalaya, Mizoram, Nagaland, Tripura",c,Y
11_1C,32,Yes or no: Uttar Pradesh is an outlier compared to other states bordering Nepal.,No,c,Y
11_1C,20,Name the western-most state that has a higher value compared to all its neighbours.,Maharashtra,c,Y
11_1C,6,Yes or no: the map depicts percentages.,No,c,N
11_1C,11,Which states in the east coast belong to range 2M - 4M?,"Andhra Pradesh, Odisha",c,N
11_1C,2,Yes or no: in the legend the colour intensity is inversely proportional to the value.,No,c,N
11_1C,26,Which states bordering Madhya Pradesh have a value in the range 6M - 8M?,Uttar Pradesh,c,Y
11_1C,39,Yes or no: all states in the north-east India have values below 4M.,Yes,c,N
11_1C,31,Yes or no: a majority of states bordering China have values greater than 10M.,No,c,N
11_1C,9,Does the value of Gujarat fall in range 8M - 10M?,Yes,c,N
12_7D,9,Does Telangana fall in range 315.2  - 810.72?,No,d,N
12_7D,1,How many distinct categories does the legend contain?,5,d,N
12_7D,25,What is the median range of the states sharing border with China?,7.84 - 33.14,d,N
12_7D,11,Which states along the coastline belong to range 315.2  - 810.72?,"Gujarat, Tamil Nadu, Odisha",d,N
12_7D,30,Does Goa have the most different value to Karnataka amongst the states in western coast?,Yes,d,N
12_7D,34,Yes or no: Telangana is the southernmost state that has a lower value compared to all its neighbours.,No,d,Y
12_7D,23,How many states in north east region have a value lower than 33.14?,5,d,N
12_7D,7,Is the legend discrete or continuous?,Discrete,d,N
12_7D,20,Name the northernmost state that belongs to a similar value range compared to all its neighbours.,Jammu & Kashmir,d,Y
12_7D,28,Which state among the ones considered as the breadbasket of India have the most different value compared to Andhra Pradesh?,Punjab,d,N
12_8C,11,Which states belong to range 4000 - 5000?,Madhya Pradesh,c,N
12_8C,7,Is the legend continuous or discrete?,Continuous,c,N
12_8C,39,Yes or no: all states in north east India have values below 1000.,Yes,c,N
12_8C,42,"Yes/No: Maharashtra has a higher value than Tamil Nadu, and also have a similar value as Uttar Pradesh.",Yes,c,N
12_8C,21,Yes or no: Rajasthan has the highest value among the states bordering Pakistan.,Yes,c,N
12_8C,23,How many states in the west coast have a value higher than 4000?,,c,N
12_8C,9,Does the value of state Goa fall in range 2000 - 3000?,No,c,N
12_8C,13,Which state has the highest value in the east coast region?,Andhra Pradesh,c,N
12_8C,32,Yes or no: Tripura is an outlier compared to other states bordering Bangladesh.,No,c,Y
12_8C,27,Which states bordering Myanmar have a value similar to Karnataka.,,c,Y
13_0C,13,Which state/UT has the lowest value?,Andaman & Nicobar Islands,c,N
13_0C,35,How many states bordering China have a value similar to Goa?,0,c,N
13_0C,42,"Yes/No: Jharkhand has a higher value than West Bengal, and also have a similar value as Karnataka.",Yes,c,N
13_0C,6,Yes or no: the map depicts absolute values.,Yes,c,N
13_0C,28,Which states bordering Kerala has the closest value to Bihar?,Tamil Nadu,c,Y
13_0C,20,Name the western most state that has a higher value compared to all its neighbours.,Goa,c,Y
13_0C,11,Which states in the east coast belong to range 1000 - 1100?,"Odisha, Tamil Nadu",c,N
13_0C,22,Yes or no: States on the west coast have lower values on average than states on the east coast.,No,c,N
13_0C,33,Yes or no: Manipur and Mizoram are the pair of bordering states with the highest difference.,No,c,Y
13_0C,32,Yes or no: Telangana is an outlier compared to other states in South India.,Yes,c,N
13_0D,35,How many states bordering Nepal have a value higher than Tripura?,2,d,Y
13_0D,4,What value range does the second lightest shade represent?,"999.0 - 1,029.0",d,N
13_0D,42,"Yes/No: West Bengal has a lower value than Gujarat, and also have a higher value than Mizoram.",No,d,N
13_0D,18,Yes or no: the value of Haryana is similar to its neighbouring state Himachal Pradesh.,Yes,d,Y
13_0D,32,Yes or no: Arunachal Pradesh is an outlier compared to other states bordering Myanmar.,Yes,d,Y
13_0D,34,Yes or no: Telangana is the southern most state that has a similar value compared to all its neighbours.,No,d,Y
13_0D,22,Yes or no: States on the west coast have lower values on average than states on the east coast.,Yes,d,N
13_0D,39,"Yes or no: all states bordering China have values above 1,029.0.",No,d,N
13_0D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
13_0D,28,Which state in the west coast has the closest value to Madhya Pradesh?,Maharashtra,d,N
14_1C,33,Yes or no: Uttar Pradesh and Uttarakhand are the pair of bordering states with the highest difference.,Yes,c,Y
14_1C,42,"Yes/No: Tamil Nadu has a similar value as West Bengal, and also have a higher value than Himachal Pradesh.",Yes,c,N
14_1C,11,Which states in the north-east region belong to range 1000 - 2000?,Assam,c,N
14_1C,17,Count the states with the values in range <1000 in the region bordering China.,5,c,Y
14_1C,9,Does the value of Uttar Pradesh fall in the range >8000?,Yes,c,N
14_1C,19,Yes or no: the value of Maharashtra is higher than Haryana.,Yes,c,N
14_1C,30,Does Odisha have the same value as Andhra Pradesh amongst the states in the east coast region.,No,c,N
14_1C,15,List the state bordering Bihar with the highest value.,Uttar Pradesh,c,Y
14_1C,36,Name the E-most state with values in range 4000 - 5000.,West Bengal,c,N
14_1C,39,Yes or no: all states in South India have values above 5000.,No,c,N
15_8C,33,Yes or no: Madhya Pradesh and Chhattisgarh are the pair of bordering states with the highest difference.,Yes,c,Y
15_8C,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,c,N
15_8C,15,List 2 states on the east coast with the lowest values.,"Odisha, Tamil Nadu",c,N
15_8C,31,Yes or no: a majority of states bordering Madhya Pradesh have values less than 6000.,Yes,c,Y
15_8C,20,Name the N-most state that has a similar value compared to all its neighbours.,Jammu & Kashmir,c,Y
15_8C,10,Is the value of Bihar closer to Punjab or West Bengal?,Punjab,c,N
15_8C,18,Yes or no: the value of Telangana is lower than its neighbouring state Andhra Pradesh.,Yes,c,Y
15_8C,35,How many states in north east have a value higher than Rajasthan?,0,c,N
15_8C,36,Name the S-most state with values in range 2000 - 3000.,Gujarat,c,N
15_8C,17,Count the states with the values in range 4000 - 5000 in the region bordering Pakistan.,1,c,N
16_6C,13,Which state has the highest value along the Nepal border?,Uttar Pradesh,c,N
16_6C,31,Yes or no: a majority of states bordering Myanmar have values less greater than 12k.,No,c,Y
16_6C,28,Which states in the east coast have the closest value to Madhya Pradesh?,Odisha and West Bengal,c,N
16_6C,10,Is the value of Karnataka closer to Kerala or Assam?,Kerala,c,N
16_6C,19,Yes or no: the value of Jharkhand is lower than Rajasthan.,Yes,c,N
16_6C,15,List the state bordering Bhutan with the highest value.,West Bengal,c,N
16_6C,36,Name the N-most state with values in range 12k - 14k.,Uttar Pradesh,c,N
16_6C,21,Yes or no: Karnataka has the highest value in the west coast region.,Yes,c,N
16_6C,33,Yes or no: Assam and Meghalaya are the pair of bordering states with the highest difference.,No,c,Y
16_6C,16,Between which two legend markings does Kerala fall in?,4k - 6k,c,N
19_4D,32,Yes or no: Assam is an outlier compared to other states in North East India.,Yes,d,N
19_4D,16,Between which two legend markings does Gujarat fall in?,248.0 - 409.0,d,N
19_4D,19,Yes or no: the value of the state Rajasthan is similar to West Bengal.,Yes,d,N
19_4D,33,Yes or no: Kerala and Karnataka are a pair of bordering states with the highest difference.,No,d,Y
19_4D,23,How many states on the west coast have a value higher than Tamil Nadu?,4,d,N
19_4D,11,"Which states bordering Uttar Pradesh belong to range 1,018.0 - 2,853.0?","Bihar, Madhya Pradesh",d,Y
19_4D,43,"Rank the states: Tamil Nadu, Kerala and Karnataka in terms of the legend value.",Tamil Nadu < Kerala < Karnataka,d,N
19_4D,29,Which range has the second lowest number of states?,7.99 - 88.0,d,N
19_4D,28,Which state bordering China has the closest value to Kerala?,,d,N
19_4D,21,Yes or no: Gujarat has the least value among the states bordering Madhya Pradesh.,Yes,d,Y
22_6C,6,Yes or no: the map depicts absolute values.,Yes,c,N
22_6C,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,No,c,N
22_6C,35,How many states on the west coast have a value similar to Chhattisgarh?,2,c,N
22_6C,43,"Rank the states Tamil Nadu, Maharashtra and Kerala in terms of the legend value.",Kerala < Tamil Nadu < Maharashtra,c,N
22_6C,31,Yes or no: a majority of states where river Ganga flows through have values less than 400000.,Yes,c,N
22_6C,34,Yes or no: Maharashtra is the westernmost state that has a higher value compared to all its neighbours.,Yes,c,Y
22_6C,23,How many states in Deccan Plateau have a value higher than 0.6M?,4,c,N
22_6C,11,Which states on the Bay of Bengal coast belong to range 0.2M - 0.4M?,"Tamil Nadu, Andhra Pradesh",c,N
22_6C,32,Yes or no: Maharashtra is an outlier compared to other states in western India.,Yes,c,N
22_6C,13,Which state has the highest value in the west of Odisha?,Maharashtra,c,N
25_4D,15,List the states bordering Pakistan with the lowest values.,Jammu & Kashmir,d,N
25_4D,8,Which class has the largest range of values?,0.99 - 16.0,d,N
25_4D,32,Yes or no: Kerala is an outlier compared to other states in South India.,Yes,d,N
25_4D,7,Is the legend discrete or continuous?,Discrete,d,N
25_4D,12,What is the lowest value range in the west coast?,145.0 - 623.0,d,N
25_4D,33,Yes or no: Jharkhand and Uttar Pradesh are a pair of bordering states with the highest difference.,Yes,d,Y
25_4D,11,Which states in the northeast region belong to range below 16?,"Manipur, Tripura",d,N
25_4D,19,Yes or no: the value of the state Punjab is similar to Chhattisgarh.,Yes,d,N
25_4D,6,Yes or no: the map depicts absolute values.,Yes,d,N
25_4D,9,Does Jharkhand fall in range 16.0 - 64.0?,No,d,N
25_6C,21,Yes or no: Kerala has the highest value in southern India.,No,c,N
25_6C,43,"Rank the states Rajasthan, Maharashtra and Tamil Nadu in terms of the legend value in entire India.",Rajasthan < Maharashtra < Tamil Nadu,c,N
25_6C,26,Which states in Satpura Range have a value higher than 1000?,"Gujarat, Maharashtra",c,N
25_6C,2,Yes or no: in the legend the colour darkness is inversely proportional to the value.,No,c,N
25_6C,16,Between which two legend markings does Andhra Pradesh fall in?,0 - 1000,c,N
25_6C,21,Yes or no: Punjab has the highest value in states bordering Pakistan.,No,c,N
25_6C,18,Yes or no: the value of the Gujarat is higher than its neighbouring state Rajasthan.,Yes,c,Y
25_6C,19,Yes or no: the value of the Odisha is lower to Andhra Pradesh.,Yes,c,N
25_6C,15,List the 3 states in the coastline with the highest values.,"Tamil Nadu, Maharashtra, Karnataka",c,N
25_6C,10,Is the value of Karanataka closer to 3000 or 4000?,4000,c,N
30_2C,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,No,c,N
30_2C,16,Between which two legend markings does Karnataka fall in?,20 - 30,c,N
30_2C,5,Yes or no: the legend has multiple distinct colours?,Yes,c,N
30_2C,38,Yes or no: the value of Gujarat is above the median value amongst states in Vindhya Range.,Yes,c,N
30_2C,11,Which states in the Northeast India belong to range 30 - 40?,"Arunachal Pradesh, Meghalaya, Tripura, Manipur",c,N
30_2C,6,Yes or no: the map depicts absolute values.,No,c,N
30_2C,43,"Rank the states Madhya Pradesh, Odisha and Jharkhand in terms of the legend value in Central and Eastern India.",Odisha < Jharkhand < Madhya Pradesh,c,N
30_2C,36,Name the easternmost state with values in range 20 - 30.,Assam,c,N
30_2C,43,Yes or no: the median state value in Deccan Plateau region lies between 30 and 40.,No,c,N
30_2C,9,Does the value of Rajasthan fall in range 30 - 40?,Yes,c,N
33_5D,32,Yes or no: Kerala is an outlier compared to other states in South India.,No,d,N
33_5D,40,Which pair of states belonging to the range 28.4 - 58.8 are the closest to each other?,"Madhya Pradesh, Haryana",d,N
33_5D,43,"Rank the states: Odisha, Jharkhand and West Bengal in terms of the legend value.",Jharkhand < Odisha < West Bengal,d,N
33_5D,5,Yes or no: the legend has different shades of the same colour?,Yes,d,N
33_5D,8,Name the N-most state that has a lower value compared to all its neighbours.,Punjab,d,Y
33_5D,42,"Yes/No: Karnataka has a similar value as Kerala, and also have a higher value than West Bengal.",Yes,d,N
33_5D,22,Yes or no: States bordering Pakistan have higher values on average than states bordering Myanmar.,Yes,d,N
33_5D,17,"Count the states with the values in range 736.8 - 2,289.0 along the Bhutan border.",0,d,N
33_5D,28,Which state in the west coast has the closest value to Madhya Pradesh?,Goa,d,N
33_5D,35,How many states in the west coast have a value similar to Assam?,0,d,N
41_3D,42,Yes/No: Tamil Nadu has a higher value than Kerala and also Haryana.,Yes,d,N
41_3D,24,"Yes or no: the median state range in the west coast region is 1,824.0 - 4,137.0.",No,d,N
41_3D,30,Does Kerala have the same value as Karnataka amongst the coastal states?,No,d,N
41_3D,11,Which states bordering Bhutan belong to the range 36.99 - 404.0?,Sikkim,d,N
41_3D,1,How many distinct categories does the legend contain?,5,d,N
41_3D,18,Yes or no: the value of Gujarat is similar to its neighbouring state Rajasthan.,Yes,d,Y
41_3D,17,"Count the states with the values in range 1,824.0 - 4,137.0 in the north-east region.",Assam,d,N
41_3D,39,"Yes or no: all states bordering China have values above 4,137.0.",No,d,N
41_3D,40,Which pair of states belonging to the range 36.99 - 404.0 are the closest to each other?,"Mizoram, Nagaland",d,N
41_3D,13,Which state has the lowest value along the Bangladesh border?,Mizoram,d,N
42_3D,34,Yes or no: West Bengal is the easternmost state that has a higher value compared to all its neighbours.,Yes,d,Y
42_3D,28,Which state in North India has the same value as Karnataka?,Delhi,d,N
42_3D,2,Yes or no: in the legend the colour darkness is directly proportional to the value.,Yes,d,N
42_3D,41,Are there significant gaps between certain ranges?,Yes,d,N
42_3D,30,Does Himachal Pradesh have the same value to Meghalaya amongst the states in Himalayan region.,No,d,N
42_3D,25,What is the median range of the states bordering Bangladesh?,"100.0 - 1,000.0",d,Y
42_3D,4,What value range does the lightest shade represent?,-0.01 - 100.00,d,N
42_3D,23,How many states bordering Jharkhand have a value lower than 10733.33?,3,d,Y
42_3D,43,"Rank the states Nagaland, Assam and Meghalaya in terms of the legend value in Northeast.",Nagaland < Meghalaya < Assam,d,N
42_3D,36,Name the southernmost state in the range 1000.00 - 5700.00.,Goa,d,N
44_6D,11,Which states in Vindhya Range belong to range 84 - 346?,Madhya Pradesh,d,N
44_6D,34,Yes or no: Assam is the easternmost state that has a lower value compared to all its neighbours.,No,d,Y
44_6D,33,Yes or no: Assam and Meghalaya are the pair of bordering states with the highest difference.,No,d,Y
44_6D,42,"Yes/No: Gujarat has a similar value to West Bengal, and also have a higher value than Sikkim.",Yes,d,N
44_6D,18,Yes or no: the value of the Himachal Pradesh is higher to its neighbouring state Haryana.,No,d,Y
44_6D,17,Count the states with the values in range 346 - 1349.7 in the states that share border either with Bangladesh or Nepal.,3,d,N
44_6D,23,How many states in the Vindhya Range have a value higher than 346?,3,d,N
44_6D,27,Which states to south of Chhattisgarh have a value similar to Chhattisgarh?,"Kerala, Tamil Nadu",d,N
44_6D,1,How many distinct categories does the legend contain?,4,d,N
44_6D,32,Yes or no: Telangana is an outlier compared to other states in Deccan Plateau.,Yes,d,N
50_8D,41,Are the legends evenly spaced?,No,d,N
50_8D,4,What value range does the lightest shade represent?,1.39 - 5.58,d,N
50_8D,26,Which states bordering Jharkhand have a value higher than 6.5?,"Uttar Pradesh, West Bengal",d,Y
50_8D,33,Yes or no: Haryana and Delhi are the pair of bordering states with the highest difference.,Yes,d,Y
50_8D,42,"Yes/No: Madhya Pradesh has a similar value to Tripura, and also have a lower value than Himachal Pradesh.",No,d,N
50_8D,24,Yes or no: the median state range in states bordering Telangana is 5.58 - 6.06.,Yes,d,Y
50_8D,40,Which pair of states belonging to the range 1.39 - 5.58 are the closest to each other?,"Goa, Karnataka",d,Y
50_8D,15,List the 3 states bordering Chhattisgarh with the lowest values.,"Uttar Pradesh, Jharkhand, Odisha",d,Y
50_8D,9,Does state Arunachal Pradesh fall in range 1.39 - 5.58?,No,d,N
50_8D,21,Yes or no: Sikkim has the highest value among states bordering West Bengal.,Yes,d,Y
51_0D,1,How many distinct categories does the legend contain?,6,d,N
51_0D,34,Yes or no: Meghalaya is the eastern most state that has a lower value compared to all its neighbours.,Yes,d,Y
51_0D,17,"Count the states with the values in range 612,703.6 - 2,680,083.0 in the west coast.",1,d,N
51_0D,27,Which states bordering Tamil Nadu have a value similar to Tripura?,,d,Y
51_0D,4,What value range does the second lightest shade represent?,"612,703.6 - 2,680,083.0",d,N
51_0D,42,Yes/No: Uttar Pradesh has a similar value as Maharashtra and also Gujarat.,Yes,d,N
51_0D,16,What value range does Uttarakhand fall in?,"612,703.6 - 2,680,083.0",d,N
51_0D,30,Does Karnataka have the same value as Tamil Nadu amongst the states in South India.,Yes,d,N
51_0D,7,Is the legend discrete or continuous?,Discrete,d,N
51_0D,28,Which state in the northeast region has the most different value?,Assam,d,N
53_0C,11,Which states along the Pakistan border belong to range 10k - 12k?,Punjab,c,N
53_0C,31,Yes or no: a majority of states bordering Madhya Pradesh have values greater than 12k.,No,c,Y
53_0C,26,Which states in the north east region have a value higher than 2k?,Assam,c,N
53_0C,23,How many states in the north east region have a value higher than 8k?,0,c,N
53_0C,7,Is the legend continuous or discrete?,Continuous,c,N
53_0C,20,Name the eastern most state that has a higher value compared to all its neighbours.,West Bengal,c,Y
53_0C,3,What is the overall range of the legend?,0 - 14k,c,N
53_0C,17,Count the states with the values in range 8k - 10k in the region bordering Nepal.,1,c,Y
53_0C,42,"Yes/No: West Bengal has a higher value than Tripura, and also have a lower value than Kerala.",No,c,N
53_0C,6,Yes or no: the map depicts percentages.,No,c,N
53_6D,19,Yes or no: the value of the Haryana is higher to Sikkim.,Yes,d,N
53_6D,34,Yes or no: Kerala is the southernmost state that has a lower value compared to all its neighbours.,Yes,d,Y
53_6D,35,How many states in Eastern Ghats have a value lower than Bihar?,0,d,N
53_6D,31,Yes or no: a majority of states in southern India belong to range 517.03 - 3710.67.,No,d,N
53_6D,21,Yes or no: Gujarat has the second highest value in regions that share border either with China or Pakistan.,Yes,d,N
53_6D,43,"Rank the states Goa, Gujarat and Odisha in terms of the legend value in coastal region.",Goa < Gujarat < Odisha,d,N
53_6D,3,What is the overall range of the legend?,20.99 - 13045.90,d,N
